pdb_id	Hchain	Lchain	antigen_chain
7jum	I	i	B
5jxe	D	C	B
7mmn	D	E	B
6plk	I	M	F
7mzj	F	E	A
4gxu	W	X	K
1nfd	H	G	D
3mlx	I	M	Q
7m6g	H	L	C
5w1k	L	K	J
7lxz	N	O	K
7n0g	Y		B
7qnx	A	B	E
7nfr	B		A
7beo	H	L	R
6nfn	B	A	B
6awp	B	C	A
2kh2	B	b	A
4q5z	O	P	D
7dk2	A	B	C
7nj5	F		A
1pz5	B	A	C
4yzf	K	L	D
5ibl	H	L	B | E
2kh2	B	b	A
6glx	C	D	B
5cez	D	E	B
6mg7	H	L	G
4krm	D		C
7sp7	C		A
5f97	F		B
7cwl	I	K	C
3p0y	H	L	A
6mns	A	B	Q
6avr	H	L	B | A
6ibb	D		C
7jtr	D	d	C
4gxu	U	V	I
7q9f	J	K	C
5esz	A	B	C
6vrk	B	C	A
4xzu	E	F	G
7jvc	H	L	A
7mw6	F	G	B
5f8q	C		A
6i8s	F	J	B
7n9b	F		C | B
7d0d	G	F	B
6ea5	M	N	B | C | D
7wdf	D	E	C
4cad	H	G	I
6um6	K	L	I
7wd0	c	d	B
5tzt	H	L	C
4kkb	C	D	A
4q5z	U	V	G
5my6	B		A
6w05	H	L	P
7cn2	I	i	F
1e6j	H	L	P
4u6h	A	B	E
6s3d	C	D	M
7m2j	A	B	C
7wlz	P	O	B | A
7czs	I	M	B
7e3l	H	L	C
1jp5	a	A	C
6mek	F	E	C
3mob	H	L	P
6muf	D	E	B
1bgx	H	L	T
5lxa	H	h	A
5udc	B	C	A
4pir	F		E
4glr	J	K	B
4leo	A	B	C
6vy5	H	L	A
7nd4	F	G	B
1w72	I	M	D | F
5fgc	E	B	A
6b3s	C	D	B
2oqj	B	A	C
4q6i	B	A	K
6svl	H	L	Q
6a0z	H	L	A
6e63	H	L	P
6chb	J	K	G
3ve0	A	B	J | J | I
4pgj	A		B
7r89	C	D	B | A
6vcb	N		A | B
4wv1	B	A	C
5tlj	D	C	X
6cuf	m	n	d
5wi9	H	L	A
3qxt	B		B
6x1u	H	L	D
2kh2	B	b	A
7seg	H	L	C
7jmp	H	L	A
7p5y	J		D
7rk2	C	c	B
4s1d	O	P	P
1fbi	H	L	X
7mw2	F	G	B
1c08	B	A	C
6flb	H	L	G
6a4k	I	M	B
6h70	C		B
5w	C	D	A
6vn0	I	K	F | D
7pi2	E	F	D
5w9j	B	C	A
7r74	B		C
6w0d	A	B	C
6cwg	D		C
6pxr	H	L	A
7k8w	H	L	A | B
6z43	Y		B
4utb	I	M	B
7cwl	H	L	A
1jtp	B		M
6oz3	H	L	G
5fxc	H	h	P
5ggr	H	L	Z
7k90	M	N	A
2vyr	E		A
7e5s	P	N	A
7mzh	B	C	A
7sht	H	L	B
5h35	H	I	D
1nl0	H	L	G
7pqq	B		A
3ezj	H		G
7f5h	D		B
1a3r	H	L	P
5vk2	D	E	c | C
4xt1	C		A
7spa	B		A
3g9a	B		A
6xpy	B	C	A
3lhp	H	L	S
6uym	H	L	E
5tjw	K		A
6udj	H	I	J
5mub	R	S	T
6m58	C	D	B
7e8f	C	B	R
6ad7	C	D	A
5yoy	Q	N	L
5hd8	C	D	A
5y2l	I	J	B | A
7kr5	O	P	F | E
6h7k	C		A
6whc	N		A | B
6ywc	D	E	F
6r0x	A	B	E
6s3t	R	Q	B
5v6l	I	M	Q
1mhp	H	L	A
6ran	C		B
6vo0	G	J	C
6xkp	M	N	B
6fzq	H	h	P
6mhg	F	R	E
4jo1	H	L	P
2wzp	J		H
6pi7	C	B	A
7d5u	D		A
7dd8	A	B	C | D
7zmq	C		B
6os9	D	d	A | B
6xli	A	B	E
4g80	E	F	T
7pg8	B	A	E
7paf	B		D
6mpg	5	6	2
6mqs	C	D	F
6h72	D		B
6mtj	D	E	B
4grw	F		C
7xji	N		A | B
7mdp	H	I	A
7swd	I	i	B
6ayz	B	D	A
4uih	F	G	C
6uqr	C	c	D
6niu	H	L	Z
6lxj	E	F	B
6cwd	G	g	H
1ahw	E	D	F
6cue	H	L	D
5y9f	X	W	G
7uar	F	G	C
5gzo	C	D	B
6pzy	I	L	F
5mu2	K	L	U
3lqa	H	L	G | C
6e63	B	C	A
6i07	B	b	D
3lh2	K	O	V
6xcm	H	L	C
6iw2	K	L	J
7ws1	G	F	B
4xvu	C	D	B
4s1q	H	L	G
3j5m	D	C	A
7kn5	C		A
3b2u	T	U	S
6cdi	3	4	A
7jv6	F	G	E
7nd4	D	E	A
3pnw	W	V	X
5u4l	B		A
4ydk	H	L	G
7nir	F		A | B
6rvc	F		C
5cjx	A	C	J | K
6ktr	A	B	C
7su0	I	M	D
7phw	B	C	A
5anm	H	L	F
7cvy	N	O	L
7zwi	B	C	A
2h8p	A	B	C
4kjq	E	F	B
6udj	A	R	P
4kkc	C	D	A
5zxv	C	D	B
5a1z	K	L	C
2r4r	H	L	A
6ii8	H	L	C
7n9a	A		E
6wf0	H	L	B | A
6rpj	D		C
6o3a	B	A	E
7zfe	W		A
7t3d	O	Q	G
5uk2	G	g	A
2x6m	A		B
7czy	H	K	A
2vyr	G		C
5vl3	A	B	R
6zwk	D		J
3rhw	F	N	B
1f58	H	L	P
7r7n	H	L	E
6vi4	D		A
7q9g	H	L	A
5nhr	A	B	D
5i8o	H	L	H
5boz	J		D
6cm3	M	L	F
5w3p	H	L	P
2aep	H	L	A
6bpc	B	C	A
7e5r	P	Q	A
7wbj	N		A | B
6v6w	D	E	T
7vnc	V		C
5u1f	H	L	D | A | C
5zia	O	P	Q
7uar	H	L	B
6opq	H	L	A
6cbv	H	L	B
6iec	H	L	A
7cn2	M	m	A
7mjh	E		B
2i5y	R	Q	P
1qd0	A		A
5ku2	7		3
6osy	C	D	B
7sq1	H	L	E
6t9e	A	B	C
6oge	E	D	A
7su0	H	L	C
5lgh	H	L	L
6elu	H	I	G
6vo1	G	J	C
7a3u	H	L	A
4why	M	N	B
7c2s	I	M	B | A
7lcn	B	D	A
7k90	O	P	C
3idj	B	A	C
7bsc	H	L	A
7r24	C		A
7sc1	M	N	B
4ubd	Y	X	V | M
3rkd	D	C	B
5w1k	B	A	P
3ifp	C	D	R
1xiw	H	G	E | B
7mjt	A	B	C
2h2s	C	D	A
7ej5	J	N	C
1xgr	B	A	C
6xc7	H	L	A
7m8l	G	J	A
6snd	H	L	P
7mw5	D	E	A
1jtt	A		L
7lex	G	I	A
7lxw	H	L	A
6o3b	B	A	C
4bz2	H	L	A
7ew1	E	e	D | B
6u02	H	L	A
7d30	A		B
4p2c	J		E
7nvo	n		e
5f3b	E	F	D
1i9r	K	M	B
7nft	C		A
6ous	Q	R	F | E
4hih	B	A	A
7zfc	H	L	E
7dk7	a	b	A
7mtb	H	L	G
6iw2	Q	R	P
6ug9	H	L	H
6jhs	E	D	C
7rbv	H	L	B | C
7a3q	I	M	B
7sn3	F	G	B
6x1w	H	L	A
6j11	F	G	B
3v6o	C	E	A
1uwg	H	L	H
1flr	H	L	L
7sem	B	C	F
4iof	C	D	A
1oau	H	L	H
7l09	H	L	T
6bb4	J	N	R
3h3p	I	M	T
5ukb	b		B
7s4g	H	L	J
3v6o	D	F	B
3eff	B	A	M | N
4jpv	H	L	G
5f9w	B	C	A
5cws	B	A	E | C | D | F
7ley	H	I	C
7k93	I	i	C
7z1c	F		A
2bfv	H	L	H
5dmj	E		D
6nqd	G	H	F | E
7php	N		A
6do1	E		A
1svz	b	B	D
6x87	E	F	X
6h0e	C	D	G
1fl3	A	B	A
6gk4	F		D
5m94	B		A
6q23	H	L	A
7n28	S	U	G
1ymh	D	C	F
5lx9	H	h	A
7qez	E	F	A
3zdx	H	L	A | D
2fl5	H	L	H
2xxm	B		A
7ri2	B		A
6b5r	H	L	A
7lvw	L		C
4o5i	O	P	C
5i6x	B	C	A
6c5w	C		B
5f8r	C		A
6id4	H	L	A | B
7pbz	F		C | B
4g6f	H	L	P
7wig	S	s	A | B
3uaj	H	L	A
6mwx	K	L	J
7zr7	H	L	B
7s4g	A	B	K
6zpl	E		B
7m6f	C	D	E
3nh7	H	L	A
7tca	D	E	C
4lhq	D		C
7zmm	G		D
7kh0	N		A | B
4wuu	E	D	A | C
6wtv	H	I	G
7whi	D		B
7mfr	Y	X	Q
6hjx	H		C
1tet	H	L	P
7dx4	H	L	E
7ra8	H	L	A
5fv2	B		V
4gft	B		A
7l2c	H	L	A
5ldn	H	L	A
7l0n	A	B	R
6opq	M	O	E
3p9w	F		E
7shy	E	F	B
1p84	J	K	E
1c12	B	A	A
4h88	H	L	A
5uoe	P	Q	C
4u6v	H	L	A
4lgp	D		C
7swo	H	L	A
7tzh	C	c	D
4rrp	I	C	O
2cmr	H	L	A
6uta	A	B	C
6x5b	O	M	J
7s11	K	O	F
5b8c	B	A	C
4jzj	H	L	C
7e8c	H	L	A
5mu2	O	P	W
7rsn	H	L	A
6crq	J	L	F
7chy	H	L	I
3t3p	E	F	C
6olp	H	L	F | E
4xmm	H	L	D | C
6okp	Q	R	F
1bj1	H	L	W
4tnw	F	N	B
5h8o	A		B
7v3h	G	H	A
5vl2	C		C
3nfp	A	B	K
5j57	B		A
7dm2	H	L	A
5bk3	C	D	D
6itp	A		A
7dur	N		A | B
6ukt	F		B
7d77	S	s	A | B
7kml	I	M	B
5dum	H	L	A
7bsd	H	L	I
7ps2	A	B	G
4ubd	C	D	B | I
6orn	A	B	G
6mco	D	E	B
6sc8	B		A
7zf8	H	L	E
7e86	A	B	C
5w1k	D	C	E
3ztj	G	H	B | A
3stb	B		C
6oao	D	d	C
5mwn	D		B
7rd3	H	L	D
6z43	Z		C
5w3e	E	G	B | A | C
6raf	C		B
5vl3	E	F	T
5uqy	D	C	A
7lf8	H	L	A
6b3d	H	L	H
4rbp	H	L	H
7qn8	K		B
6wpt	H	L	C
6nv0	H	L	A
6lxk	H	L	A
6iek	B	C	A
2kh2	B	b	A
5uk4	a		A
6mui	C	D	B
7l7e	T	U	b
6mtj	H	L	G
7a4d	D		F
6ymq	F	f	K
3e8u	H	L	P
6pwu	H	L	A | C | E
7c6a	H	L	A
7kej	H	K	B
6nfc	C	D	I | E
7k3b	L	K	E | F
7l56	J	K	B
7ral	H	L	B
7k8u	H	L	A | B
4rrp	J	D	P
4idj	H	L	A
6hxw	C	D	B
7bue	J	K	C
7rlv	E	F	Q
2brr	H	L	P
5a2j	H	h	P
7czv	H	K	A
6q1z	H	L	A
4rnr	C	D	D
3zdx	E	F	C
6umx	H	L	A
6pv8	F	G	D | E
7qn8	M		D
7wec	H	L	A
6oyh	G		C
5vl7	H	L	B
6xw6	D		B
7ul5	D		A
7q6c	H	L	A
7dkj	C	D	A
7czr	H	K	A
2kh2	B	b	A
6fxn	F	G	B
5xqw	H	L	H
6oik	H	h	A | B
6xlq	B	C	A
2y5t	A	B	E | G | F
7nll	A		D
7ra3	E	e	A
4yga	H		G
6cxy	H	L	C
4zyp	K	M	A
5kaq	H	L	B
5w9n	E	F	D
3kr3	H	L	D
5t5b	A	B	O
3p30	H	L	A
7e3l	D	E	A
4xaw	H	L	P
7tcc	D	E	A
6orp	D	E	B
3hmx	H	L	A
7qic	B		A
7ljr	S	T	A
5uk1	H	h	C
6awn	B	C	A
6b3s	F	G	E
7rkv	D	H	B
3bn9	D	C	B
6v8z	C	F	A
5gkr	A	B	T
5tqq	I	M	B
2jb6	H	L	H
5gzo	H	L	A
6qex	C	B	A
2kh2	B	b	A
1oax	H	L	H
3ujj	H	L	P
6oao	F	f	E
6ey0	F		B
6tgg	H	h	P
4rau	Q	P	R
6phd	H	L	C
7che	H	L	R
6p62	F	G	E
4y5x	G	H	I
7rso	H	L	A
7tat	D	E	B
3csy	G	H	P | O
6z6v	G		B | C
7lvw	I		D
7duq	N		A | B
6cde	h	l	d
7bel	E	F	X
6bck	H	L	G
7dwt	H	L	A
6m87	D	C	D
6e4y	H	L	P
2xzq	H	L	P
6nmr	A	B	E
7wrz	H	L	R
5ijk	B	D	Y
7q0i	H	L	C
4qti	H	L	U
4g80	A	B	S
6fyt	I		B | A
7kn5	F		B
6mpg	Q	R	C
3qxt	A		A
5ku0	7		3
6wm9	B	C	A
6xw5	D		B
7mkl	H	L	A
1zlv	M	K	M
3iyw	H	L	A
5c8j	C	D	L
6iap	H	L	A
7zf5	H	L	E
6x5n	h	l	r
2fx9	H	L	P
4u3x	C		D
4nnp	H	L	A
4xwo	I	J	G
5zia	A	B	C
3k80	B		D
3lex	H	L	P
3ggw	B	A	E
4dkf	H	L	A
6ug7	H	L	H
6h7j	C		A
3qwo	H	L	P
4gms	J	N	E
6uum	B	A	A
5uqy	P	O	M | F
6n4r	L	K	C | D | H
4xgz	A	B	a
7jx3	H	L	R
7nvn	N		E
7kex	G	J	A
4z7o	E	F	C
7rfc	A	B	C
7o06	A		C
7mww	H	L	E
6wez	H	L	B | A
5t5n	M	L	C
7dge	C		A
5vyf	B	A	C
6cue	M	N	C
6nc2	H	L	B | A
6vca	K	J	C
5f6j	H	F	E
7l7e	H	L	S
4kzd	H	L	R
6pzw	J	G	B
5dmj	G		F
5vj6	H	L	E
5nbl	E		C | B
7n8h	E	D	A
5kov	K	k	H
7a4d	G		K
5nbm	E		C | B
6dzv	B	C	A
6e5p	S	T	C
6jht	E	D	C
6bzu	C	D	I
5tkj	A	B	C
3wsq	H	L	A
5kn5	D	E	F
6cse	H	L	M
7m7h	E	F	B
7k8t	O	P	A
5zia	D	E	F
5xf1	H	L	B
5cba	A	B	E
6lz9	H	L	B
5jmo	C		A
7k7i	X	Y	E
2ajx	H	L	L
2kh2	B	b	A
7cm4	H	L	A
6vzi	D	E	B
6uoe	H	L	P
7k9h	H	L	B | A
2ez0	E	F	B
4fqv	J	N	D | C
2kh2	B	b	A
7te6	G	H	F | E
6djp	E	F	B
6cvk	A	a	C
5xcs	A	B	C
7rah	B	A	E
7zmo	K		A
7n3i	H	L	C
5uk4	o		O
2znw	B	b	Z
6jfh	K	I	A
6feq	D	C	B
7paf	C		A
2c1p	B	A	B
4kkc	E	F	B
6kz0	H	I	G
4xmk	H	L	P
7kfh	I	L	C
6cwt	C	D	F
7ey5	B	C	A
6snh	H	L	X
4hkx	A	B	E
3hr5	B	A	S
5v8m	S	U	G
7lbe	F	E	A
7pry	C	D	I
6xun	A	B	F
6ck9	H	L	G
6xcm	N	S	B
7zmr	C		B
7k8y	G	I	B | D
6vo3	I	K	D
7nda	H	L	C | A
3j69	7		3
6war	D		C
6jep	K	I	F
5udd	M	S	F | E
4kdt	A		D
7kbb	A	B	E | C
5x2p	J	K	C
7pi3	R	S	O
7nx8	H	L	E
5sx4	H	L	N
3dvg	B	A	Y | X
7cqd	I	M	B
1i8i	B	A	C
3cfi	L		K
7uap	M	N	B
6idi	H	L	D
6wvz	H	L	M
3phq	B	A	B
7n4m	H	L	A
7cwu	P	I	C
2xqy	G	L	A
7pi3	P	Q	O
1lo2	Y	X	Y
4xvu	K	L	G
7wgt	H	L	A
4rgn	B	C	A
1i8k	B	A	C
7tyy	N		A | B
4plk	H	L	A
4uif	G	H	A
7sn3	D		A
3rhw	I	O	D
7sod	H	L	A
6oca	D		B
7rga	C		C
7a3p	H	L	A
6vbq	E	F	J
2a6i	B	A	P
1ic4	H	L	Y
7lex	D	E	B
7d5q	D		B
2kh2	B	b	A
7cwu	M	R	C
5udd	L	R	D | H
1aj7	H	L	H
6osy	I	J	G
4fqr	m	n	M
7ttx	H	L	A
7kjh	A		C
2kh2	B	b	A
6uyg	H	L	E
7fjn	I	J	A
6n81	H	L	A
6fe4	I		D
4rrp	G	A	M
6pb0	N		A | B
2zpk	I	M	Q
7ll1	H	L	A
4rdq	G	F	E
2pcp	D	C	C
6dc9	H	L	P
7kf9	G	J	A
6tou	A	a	G
6xm2	F	E	I
3j5m	L	K	I
7mlh	C	A	F
6azm	B	A	E
3ijs	D	C	D
7sob	G	I	A
5czx	H	L	A
7k61	M	m	C | B | D
7r23	B		A
5b8c	E	D	F
4ala	H	L	C
6oao	H	h	G
6mco	H	L	G
5tkj	G	H	I
7dh5	N		A | B
6a79	H	L	A
7v68	S	s	A | B
4qww	D	C	B
7q9j	E	F	B
6veq	I	J	K
7kf1	D	E	F
7p16	B		A
5aco	G	J	C
7ckw	N		A | B | G
7mmn	H	L	I
7n9t	F		B
7p5v	L		F
7wk9	a	b	B
7kxk	J	N	C
4x7d	C		B
7n08	C	D	G
4ene	C	D	A
5ugy	H	L	A
7fiy	N		A | B
7ns6	S		M
7e9g	F		S
7q0i	A	B	D
4g3y	H	L	C
7can	A		B
7f53	N		A | B
6o25	A	B	D | G
7nd7	J	K	C
6rlo	A	B	I
4odv	H	L	L
6ss6	I	M	B
6udk	D	E	G
7q9f	E	F	B
7kcr	H	L	C | A | E
7mjk	H	I	C
7k84	B		A
7rky	D	d	A | B
6pbw	D	C	E
1s3k	H	L	H
4m1c	E	F	B
6v8x	G	H	E
5mp5	E	F	I
6mdt	D	E	B
6woz	E	F	D
7c81	H	L	A | C
7lsf	H	L	E
6bzw	C	D	I
7k5x	N	n	G | F | H
7sg4	H	L	A
7shu	E	F	B
7kzb	A	B	C
6chb	M	N	F
1um5	H	L	H
7x7e	B		C
5b3j	H	L	D
6x7w	A	C	D
6qv1	E		B | A
4lvh	H	I	G
5uk0	I	i	E
6h6y	H		D
5a7x	H	G	E
7apj	B		A
7m6e	F	G	B
7zmv	G		A
2q8a	H	L	A
1kb9	J	K	E
6vmk	M	L	W
6p4b	B	A	D
6d2p	H	L	C
7qn9	L		C
3ncy	P	S	B | A
6u59	H	L	A
7d3m	H	L	1 | 3
3cxh	U	V	P
5v8m	R	T	F
6nc2	S	X	N | G
5ihl	E		D
5iq7	H	L	P
7f6z	H	L	R
6svl	A	B	C
4lhq	B		A
6zh9	H	L	E
6blh	H	L	G
3eo1	K	J	L
4r0l	H	L	D
5jsa	E	F	C | D
7dzy	H	L	B
6h7n	D		B
3pho	B	A	A
2kh2	B	b	A
6ujc	E	F	B | A
6ous	W	X	L | K
7omm	C		A | B
5tok	F		C
5wux	C	D	G
4eiz	C		B
6xc2	X	Y	Z
2wub	R	Q	C
3hae	O	N	J | M
7k8v	M	N	C
2vdk	H	L	A
6u59	K	J	G
7z0x	H	L	R
3v52	H	L	P
7a5s	I	M	B
1n64	H	L	P
3j70	M	N	P
7nvm	N		E
6ba5	F	E	O
7mnl	H	L	A
6jjp	D	E	F
5mu0	A	B	Q
4y5v	D	E	F
4bfb	E		B
6bfq	H	L	K
1ngx	B	A	B
7sg6	H	L	A
7k8z	M	N	C
6vtw	H	L	A
7rfb	A	B	C
1lo2	H	L	H
7azb	B		A
5udd	O	U	I
1k	H	L	P
7sfw	Q	R	H
7n5h	H	L	A
7rfb	H	L	D
6qtl	C		A
6osy	P	O	K
6v4n	H	L	N
6mn7	G	g	A
6j15	H	L	D
4jpw	H	L	G
7qjj	B		A
6q0o	Z	B	A
7m7b	H	L	A
7p40	F	B	A
4yxk	H	L	A
6nfn	H	L	L
7tfn	I	J	B
4s10	A		C
4nnp	X	Y	B
1kcs	H	L	P
6vn7	N		A | B
6lhp	H	L	C | B
4okv	A	B	F
7we7	H	L	D
1a2y	B	A	C
6mhg	I	T	E
7te9	M	N	B
3bae	H	L	A
5xcq	A	B	C
3hr5	H	L	R
6i8h	B		A
4xnz	E	F	D
4dgi	H	L	A
6x5b	H	L	A
6s8d	Y	U	E
7nd0	H	L	A
6i53	G		A | E
4rau	E	D	F
7cwt	P	M	C
7zfa	J	K	C
6ct7	H	L	S
7mnn	H	L	A
7vad	H	L	A
7p40	I	H	G
2g5b	D	C	J
5zxv	H	L	A
6h7m	D		B
2or9	I	M	P
3jwd	P	O	B
6o42	H	L	G
5uk4	c		C
7p5y	H		B
6uda	K	L	I
6q23	E	F	C
6ey6	M		E
6x87	A	B	X
1nby	B	A	C
3o2d	H	L	A
4r4n	N	O	M | a
7zxg	E	F	D
5dq9	C	D	C
4wv1	E	D	F
6d01	G	H	J
5gir	H	L	C
5grj	H	L	A
2fx8	I	M	Q
7a4y	B		E | D
7t5f	C		A
4yxh	H	L	A
7pqy	B	C	A
6apd	F	G	C
4mhh	G	I	C
7ljd	N		A | B | G
1f3d	H	L	L
5igx	H	L	G
7wq3	S	s	A | B
1hh6	B	A	C
1etz	B	A	B
2y07	H	L	P
7n8h	M	L	K
5t3z	H	L	G
4x7d	D		A
7whj	E		B
7zrc	H	L	C
7kpg	H	L	S
5mje	B		A
1g7m	B	A	C
7nll	C		B
6wxl	H	L	B | A
5wk3	W	V	D
7vdm	S	s	A | B
7nx9	A	B	E
2pcp	B	A	B
4tuo	C	D	D
7eh5	F	Q	C
2oqj	H	G	I
2yk1	H	L	H
7wgd	H	L	A
5x8l	G	L	B
4dgv	H	L	A
7amp	H	L	B
7l5b	H	L	A
7tfo	H	L	A
1ndm	B	A	C
6b08	C	B	A
7u2l	E	e	A | B
6xc4	H	L	A
3u30	F	E	D
7t5f	E		D
6dcq	H	L	B | A
7n0u	H	L	C
7faf	g	f	B
1ncd	H	L	N
7rt9	C	D	Z
3etb	H	h	L
3j3o	H	L	1
6fy1	H	L	G
7tyh	N		A | B
1g9m	H	L	G
6xxv	A	B	C
6z7w	F	E	M | N
7s2s	C		B
6txz	J	N	C
2kh2	B	b	A
7ew5	B	C	M
3pnw	K	J	L
7k37	J	I	C | D
1qyg	H	L	H
7bua	H	L	A
6ule	A	B	I
6u55	A		B
4rzc	E	F	E
6xq2	F	E	D
3jba	H	L	A
7orb	C	D	X
6x04	L		K
6vy2	H	L	A
4hij	D	C	D
7ll1	J	K	G
7pg8	U	S	W
3j8z	I	M	B | A
5yd5	C	c	D
7l2f	H	L	A
7mfu	B		A
3kdm	H	L	H
4nhh	O	Q	C
7vla	S	s	A | B
1za3	H	L	R
7tpr	E		C
6mw9	O	P	N
5n09	I	M	B
4ris	H	L	P
4ut9	H	L	A
6mlm	E	I	A
5mhg	H	L	H
7pi2	H	I	G
4o9h	H	L	A
7wkx	A	C	F
6o2a	C	D	G | N
5y2m	I	J	D | A | C
6bft	A	B	G
7kbt	E	F	A
5ujz	G	g	A
6mui	G	H	F
1fe8	H	L	A
5mp1	C	D	B
6urm	D	E	C
7s4s	H	L	A
6erx	D	E	A
3d0v	B	A	C
3ztj	I	J	D | C
4jg0	H	L	P
3wxw	H	L	A
7q9m	E	F	B
6mnf	M	K	M
5vxl	B		A
1ggi	J	M	Q
6ml8	H	L	A
7ly3	F	E	B
6bli	A	B	C
4u6v	K	M	B
6lpb	N		A | B
4p2c	K		F
6n7j	H	L	C
3eo1	E	D	F
2h2p	C	D	A
2bjm	H	L	H
4nc0	B		A
5vl3	C	D	S
5hj3	A	B	P | O
4mxw	H	L	A
1y18	F	E	E
4m1d	I	M	Q
3nh7	J	N	C
1oay	J	N	J
6e5p	2	1	2
4p9h	H	L	G
6did	D	C	F | I
7aqg	C		A
7kqg	B	C	A
6x8u	H	L	P
6ous	O	P	D | C
5any	J	N	D | C
4q5z	S	T	F
4pou	B		A
2jix	F	A	C | B
6nmu	B	A	C
1bzq	M		C
7mxe	M	O	C | P
7bu8	J	K	C
7ns6	T		I
7lo6	L	K	A
4plj	H	L	A
3mug	J	I	I
4kk6	E	F	B
5wdf	A	B	Q
6e1k	F	E	A
7czz	I	M	B
5fec	H	L	I
7n0x	H	L	G
3jbq	h	l	B
7oan	G		B
7kd6	O	P	Q
6i07	A	a	C
5a8h	L	K	G
6mpg	W	B	U
5thr	N	K	E
7pqz	H	L	E
6mn7	H	h	D
6jb2	A		B
3nig	E	F	C
6w1c	I	M	F | B
6ea5	H	L	F | A
7whk	E		B
7d4g	N	G	B
3dus	D	C	C
7qcq	A		B
6hhd	D		C
7ora	A	B	R
7s6k	H	L	A
3w2d	H	L	A
7deu	B	b	A
7o31	H	L	P
3ri5	H	L	A
6u0n	H	L	A
4kjw	C	D	A
5dfz	E		C
6svl	G	I	J
4fqi	H	L	B | A
4r4n	C	D	B | p
7k7i	M	N	C
1op9	A		B
7db6	E	e	A | B
7whj	F		B
6wps	F	G	E
7a0y	E	F	B
6oq5	D		A
6o3u	F	E	H
7n0g	X		A
6gs1	H		A
6zwk	B		H
6qd8	Q	Y	B | A
1kno	F	E	F
6gdg	E		D | B
6x5n	H	L	R
7mep	N	K	D | B
4cdg	D		B
7q6z	B		A
6cwg	B		A
7pc2	O	P	B
4gxu	S	T	G
7ljb	E	D	A
6x78	H	L	G
7rtb	N		A | B
4hkz	B	A	H | E
4lvh	B	C	A
5i4f	A	a	a
6wzt	H	L	A
5w6d	H	L	G
6xlz	H	L	P | A
2kh2	B	b	A
7bep	D	F	C
6y54	O	P	P
1n8z	B	A	C
4jn2	H	L	L
5eul	V		Y | E
7zwm	B	C	A
6yxk	A	B	C
3wfd	H	L	B | C
7ld1	M	N	C
7kfe	G	I	B
3opz	H	L	A
6sc7	C		A
6ous	S	T	H | G
7rqr	A	B	C
5hhx	H	L	A
7ben	G	I	C
3j8d	d	D	F
2g5b	H	G	L
5w3o	D	E	B | A | C
6qee	C	B	A
7uen	H	L	A
3qcu	I	M	I
6iec	C	D	B
7s1m	N		A | B | G
4uih	D	E	A
7kde	H	L	G
6x1u	A	B	C
6wha	E	e	B | C
7lcv	A	B	C
5c0n	C	D	B
7lk4	D	C	S
6h6z	D		A
7zr7	F	G	C
1g7h	B	A	C
43ca	D	C	C
4krp	B		A
6sc5	C		A
7wwl	H	L	C
1r3l	B	A	C
2xqb	H	L	A
5toj	D		A
6udj	N	O	G
4hem	F		C
6k4z	B	b	b
5wdu	D	E	G
7zr8	H	L	A
7lf2	F	H	B
3ab0	B	C	A
7rd5	B	A	F
5wt9	H	L	G
5ja8	D		C
7q0h	H	L	E
3whe	S	T	D
7z1a	E		C
4nco	D	C	A
5mv3	F	G	H
4ydl	B	C	A
3fku	T	t	L | K
5ja8	B		A
7ly2	F	C	B
6ii9	P	Q	E
7dhr	N		A | B | G
7b27	C		A
7bh8	E	F	C | Q
7mtb	H	L	G
6n5d	C	D	A
4dqo	H	L	C
7ld1	P	O	A
6i04	H	L	A
4wfh	G	F	B
7lg6	K	N	F | G
6nfu	A	B	C
7s8n	E	e	B | C
7lkg	D	E	F
6qx3	O		A | B
6ce0	D	E	B
7v3h	K	L	B
7kde	Q	R	C
4k9e	H	L	C
4lst	H	L	G
6dwa	H	L	H
6hxw	H	L	A
7mta	H	L	G
5kaq	Q	R	A
2bob	A	B	C
7rco	F	E	A
3b2u	Q	R	P
3sge	H	L	K
6r8x	C	B	A
6pci	P	S	C | F
6jhq	D	E	C
7l1v	H	h	A | B
7rm0	A	B	P
3eyu	H	L	Q
6fxn	O	P	L
6ogx	C	D	G
6t3j	A	B	E
7wpf	U	V	C
7c61	H	L	A
7rta	H	L	N
7ej4	H	L	A
5ush	D	E	A
7nft	D		B
6zlr	B	C	A
6ywd	A	B	C
7ce2	Z	B	A
5ukr	H	L	G
7pi3	K	L	H
3pnw	Q	P	R
5hi3	C	D	A
6dcw	H	L	T
6b9y	B	A	C | E
2ltq	F	E	D
7czp	H	L	A
4xp6	H	L	A
5yoy	H	E	C
1mlc	D	C	F
6ayz	R	C	M
1egj	H	L	A
3uyp	A	a	B
1jto	B		M
2qr0	L	K	I
6pzf	H	L	A
6mph	M	N	C
4zto	H	L	P
4g6j	H	L	A
6xox	N		A | B
5w9k	E	F	D
2qad	D	C	A
6ssi	J		E
6y54	M	N	N
7luc	D	E	C
2kh2	B	b	A
5usl	H	L	X
4n9o	B		A
7jgj	H	L	A
7s6j	F	G	E
6e5p	H	L	A
7m6e	H	L	A
7sfw	S	T	K
7wi0	C	E	A
5hi5	C	D	A
1t03	H	L	B
2fjh	B	A	W
7ly2	N	O	J
4am0	H	L	R
5vl2	G		G
7kpj	A	B	E
6s8d	P	O	C
